purchase_date,flight_date,day_of_week,origin,destination,airline,days_to_flight,departure_time,class,stops,ticket_price
2024-02-19,2024-03-07,Thursday,ADB,ESB,SunExpress,17,10:45,Economy,0,996
2024-07-07,2024-08-08,Thursday,IST,ADB,Pegasus,32,10:30,Economy,0,1017
2024-04-29,2024-05-18,Saturday,ANK,IZM,Turkish Airlines,19,19:00,Economy,0,930
2024-03-21,2024-04-18,Thursday,AYT,ESB,Turkish Airlines,28,08:00,Economy,0,904
2024-09-20,2024-10-18,Friday,ESB,IZM,SunExpress,28,10:00,Economy,1,846
2024-10-13,2024-12-02,Monday,IZM,ESB,AnadoluJet,50,02:00,Economy,0,817
2024-02-04,2024-03-06,Wednesday,ESB,IZM,Pegasus,31,22:30,Economy,0,894
2024-11-05,2024-11-22,Friday,AYT,ANK,AnadoluJet,17,02:45,Economy,0,986
2024-09-25,2024-10-01,Tuesday,IZM,AYT,SunExpress,6,07:15,Economy,0,1121
2024-12-07,2024-12-15,Sunday,ESB,IST,SunExpress,8,10:15,Economy,1,896
2024-02-02,2024-03-21,Thursday,ANK,IST,AnadoluJet,48,03:45,Economy,0,791
2024-08-24,2024-09-02,Monday,IZM,ESB,Pegasus,9,02:15,Economy,0,1067
2024-10-13,2024-11-14,Thursday,ADB,IZM,SunExpress,32,03:15,Economy,0,1032
2024-10-09,2024-10-21,Monday,AYT,ESB,SunExpress,12,19:45,Economy,0,991
2024-03-20,2024-04-18,Thursday,IST,AYT,Turkish Airlines,29,05:45,Economy,0,984
2023-12-06,2024-01-20,Saturday,IZM,IST,AnadoluJet,45,20:30,Business,0,2068
2023-12-25,2024-02-16,Friday,ADB,ANK,Pegasus,53,07:15,Economy,0,794
2024-02-07,2024-03-28,Thursday,ADB,IZM,Turkish Airlines,50,20:15,Economy,0,822
2024-04-07,2024-05-13,Monday,IST,AYT,SunExpress,36,15:45,Economy,1,728
2024-02-02,2024-03-01,Friday,ESB,IST,Turkish Airlines,28,20:00,Business,0,2230
2024-09-24,2024-10-29,Tuesday,IST,ESB,SunExpress,35,19:00,Economy,1,814
2024-05-18,2024-06-02,Sunday,ADB,ANK,Turkish Airlines,15,05:00,Economy,0,1125
2024-08-15,2024-08-22,Thursday,ADB,AYT,AnadoluJet,7,19:15,Economy,0,1138
2024-01-04,2024-01-08,Monday,IST,ANK,Pegasus,4,08:30,Economy,0,1027
2024-10-17,2024-11-12,Tuesday,ANK,ESB,SunExpress,26,10:30,Economy,0,997
2024-05-14,2024-07-12,Friday,IST,ESB,SunExpress,59,17:45,Economy,1,692
2024-11-16,2024-11-20,Wednesday,IST,ANK,Turkish Airlines,4,18:45,Economy,0,1049
2024-03-05,2024-03-21,Thursday,AYT,IST,AnadoluJet,16,12:15,Business,0,2316
2024-02-19,2024-03-24,Sunday,AYT,ADB,SunExpress,34,07:15,Business,0,2189
2024-10-20,2024-10-20,Sunday,ANK,ESB,AnadoluJet,0,04:00,Economy,0,1169
2024-09-09,2024-10-31,Thursday,IST,ADB,Pegasus,52,04:00,Economy,0,761
2024-05-24,2024-05-29,Wednesday,AYT,IZM,Pegasus,5,23:30,Economy,1,943
2024-07-26,2024-08-04,Sunday,ANK,IST,Turkish Airlines,9,11:00,Economy,0,1139
2024-04-29,2024-05-16,Thursday,ADB,IZM,SunExpress,17,20:15,Economy,0,982
2024-06-07,2024-06-17,Monday,ESB,IZM,SunExpress,10,18:30,Economy,1,886
2024-04-08,2024-04-22,Monday,ANK,ESB,AnadoluJet,14,05:00,Economy,0,998
2024-08-28,2024-09-29,Sunday,IST,AYT,Turkish Airlines,32,09:00,Economy,0,908
2024-04-28,2024-05-28,Tuesday,ANK,ESB,Pegasus,30,17:30,Business,0,2139
2024-07-10,2024-08-28,Wednesday,ADB,ESB,AnadoluJet,49,18:00,Economy,0,783
2024-08-19,2024-10-07,Monday,ESB,IZM,Turkish Airlines,49,06:15,Economy,0,899
2024-10-29,2024-11-28,Thursday,IST,ANK,Pegasus,30,15:00,Economy,0,1021
2024-03-04,2024-04-11,Thursday,ANK,IST,Turkish Airlines,38,08:15,Economy,0,1005
2024-08-18,2024-10-12,Saturday,IZM,IST,Turkish Airlines,55,22:30,Economy,0,857
2024-01-15,2024-03-04,Monday,ADB,IZM,SunExpress,49,01:15,Economy,1,691
2024-10-27,2024-12-05,Thursday,AYT,IST,Pegasus,39,21:00,Economy,0,938
2024-05-21,2024-05-21,Tuesday,IZM,ESB,AnadoluJet,0,16:45,Business,0,2266
2024-04-28,2024-06-07,Friday,ANK,IZM,Pegasus,40,23:30,Economy,0,932
2024-11-08,2024-12-04,Wednesday,ADB,AYT,AnadoluJet,26,02:00,Economy,0,1017
2024-10-07,2024-11-03,Sunday,IZM,ESB,SunExpress,27,21:45,Business,0,2136
2024-06-28,2024-07-28,Sunday,IST,IZM,SunExpress,30,17:15,Economy,0,995
2024-07-19,2024-09-07,Saturday,ANK,IZM,Pegasus,50,01:45,Economy,1,683
2024-10-16,2024-11-10,Sunday,ESB,IZM,SunExpress,25,18:00,Economy,0,1026
2024-09-21,2024-10-29,Tuesday,ANK,IZM,AnadoluJet,38,01:15,Economy,0,928
2024-08-07,2024-09-23,Monday,AYT,ADB,AnadoluJet,47,00:15,Economy,0,806
2024-10-29,2024-11-22,Friday,ANK,IST,Pegasus,24,03:30,Economy,0,957
2024-01-21,2024-01-23,Tuesday,AYT,ANK,AnadoluJet,2,07:15,Economy,0,1153
2024-11-27,2024-12-24,Tuesday,IZM,ANK,Pegasus,27,16:45,Economy,0,912
2024-05-11,2024-06-14,Friday,AYT,ESB,AnadoluJet,34,09:30,Economy,0,852
2024-02-08,2024-03-16,Saturday,ANK,ADB,SunExpress,37,09:45,Economy,0,933
2024-01-16,2024-02-19,Monday,IZM,IST,Turkish Airlines,34,12:45,Economy,1,708
2024-04-26,2024-06-06,Thursday,IZM,ANK,AnadoluJet,41,23:30,Economy,0,856
2024-06-18,2024-08-15,Thursday,AYT,ESB,Pegasus,58,10:45,Business,0,2022
2024-05-18,2024-05-20,Monday,ADB,ESB,Pegasus,2,15:00,Economy,0,1059
2024-09-02,2024-10-16,Wednesday,IST,AYT,Turkish Airlines,44,08:45,Economy,1,666
2024-11-10,2024-12-14,Saturday,ANK,IZM,SunExpress,34,01:45,Business,1,1896
2024-09-20,2024-11-05,Tuesday,IST,IZM,Pegasus,46,15:45,Economy,0,926
2024-04-05,2024-05-21,Tuesday,IZM,AYT,AnadoluJet,46,06:45,Economy,0,776
2024-06-15,2024-07-09,Tuesday,ADB,ANK,SunExpress,24,01:30,Economy,0,908
2024-07-16,2024-08-07,Wednesday,IZM,ANK,Turkish Airlines,22,15:00,Economy,1,833
2024-05-01,2024-06-16,Sunday,IZM,ANK,Turkish Airlines,46,19:45,Economy,0,799
2024-07-16,2024-08-14,Wednesday,IZM,ESB,SunExpress,29,19:45,Economy,0,874
2024-04-01,2024-05-02,Thursday,ANK,IST,Turkish Airlines,31,03:00,Economy,0,966
2024-11-12,2024-11-21,Thursday,IZM,AYT,AnadoluJet,9,05:30,Economy,0,1106
2024-01-09,2024-01-18,Thursday,AYT,ADB,Turkish Airlines,9,21:15,Economy,0,1068
2024-04-20,2024-05-16,Thursday,AYT,ANK,AnadoluJet,26,09:00,Economy,0,909
2024-07-04,2024-07-26,Friday,ANK,IST,Pegasus,22,19:30,Economy,0,1015
2024-03-23,2024-05-11,Saturday,AYT,IZM,Turkish Airlines,49,01:15,Economy,0,766
2024-11-11,2024-11-23,Saturday,IZM,ANK,Pegasus,12,22:00,Economy,1,981
2023-12-20,2024-01-07,Sunday,ANK,IST,AnadoluJet,18,20:30,Economy,1,899
2024-12-11,2024-12-11,Wednesday,ESB,AYT,Turkish Airlines,0,21:30,Economy,0,1190
2024-03-20,2024-03-21,Thursday,ADB,IST,SunExpress,1,22:00,Economy,0,1111
2024-06-07,2024-07-29,Monday,IZM,IST,AnadoluJet,52,03:45,Economy,0,866
2024-01-31,2024-03-30,Saturday,ANK,IZM,SunExpress,59,22:30,Business,1,1834
2024-02-24,2024-02-28,Wednesday,AYT,IZM,Pegasus,4,07:15,Economy,0,1017
2024-09-06,2024-10-18,Friday,AYT,IZM,Pegasus,42,16:00,Economy,0,948
2024-06-04,2024-06-24,Monday,IST,ANK,Turkish Airlines,20,11:00,Business,0,2250
2024-08-31,2024-09-07,Saturday,AYT,IST,AnadoluJet,7,03:45,Economy,0,1027
2024-02-29,2024-03-29,Friday,IZM,ESB,Pegasus,29,06:00,Economy,0,862
2024-05-23,2024-06-12,Wednesday,IST,ESB,Turkish Airlines,20,22:30,Economy,1,906
2024-09-13,2024-09-13,Friday,IST,IZM,AnadoluJet,0,06:45,Economy,1,889
2024-01-21,2024-02-20,Tuesday,ESB,ADB,Turkish Airlines,30,22:30,Economy,0,1042
2024-10-22,2024-11-16,Saturday,IST,AYT,AnadoluJet,25,21:15,Economy,0,927
2024-10-01,2024-11-12,Tuesday,ADB,AYT,SunExpress,42,09:15,Economy,0,881
2024-03-19,2024-04-29,Monday,IST,ANK,Turkish Airlines,41,13:15,Business,0,2065
2024-05-06,2024-05-21,Tuesday,IZM,IST,SunExpress,15,20:15,Economy,0,1044
2024-11-16,2024-11-19,Tuesday,ANK,AYT,AnadoluJet,3,20:00,Economy,0,992
2024-04-09,2024-05-18,Saturday,ESB,IST,Pegasus,39,18:00,Economy,0,985
2024-07-30,2024-07-30,Tuesday,ESB,ADB,SunExpress,0,21:00,Economy,1,984
2024-01-12,2024-02-25,Sunday,AYT,IZM,Pegasus,44,01:30,Economy,0,939
2024-02-10,2024-03-14,Thursday,ESB,IST,Turkish Airlines,33,03:30,Economy,0,866
2024-11-05,2024-11-12,Tuesday,IZM,ESB,AnadoluJet,7,12:30,Business,0,2180
2024-07-24,2024-09-09,Monday,ADB,ANK,AnadoluJet,47,10:15,Economy,0,962
2024-09-07,2024-11-02,Saturday,ADB,AYT,SunExpress,56,00:45,Economy,0,888
2024-04-02,2024-04-29,Monday,IZM,ADB,Pegasus,27,06:30,Business,0,2150
2024-01-05,2024-03-02,Saturday,IST,ADB,Turkish Airlines,57,06:30,Economy,0,914
2024-03-28,2024-04-20,Saturday,ANK,IZM,AnadoluJet,23,14:45,Economy,0,1026
2024-11-13,2024-12-06,Friday,ADB,ANK,Turkish Airlines,23,02:30,Economy,0,977
2024-04-24,2024-06-04,Tuesday,ANK,ADB,AnadoluJet,41,02:00,Business,0,2066
2024-07-15,2024-08-20,Tuesday,IZM,ESB,AnadoluJet,36,05:30,Business,0,2212
2024-05-05,2024-07-04,Thursday,ESB,IZM,Pegasus,60,21:45,Economy,0,798
2024-02-23,2024-03-04,Monday,AYT,IST,AnadoluJet,10,00:30,Economy,1,891
2024-06-09,2024-07-08,Monday,ESB,IZM,AnadoluJet,29,23:45,Economy,1,821
2024-08-19,2024-09-17,Tuesday,AYT,ADB,AnadoluJet,29,18:15,Economy,0,866
2024-09-11,2024-09-20,Friday,AYT,ADB,AnadoluJet,9,22:15,Economy,0,1028
2024-04-24,2024-06-12,Wednesday,AYT,ANK,Turkish Airlines,49,00:45,Economy,1,671
2024-07-18,2024-08-02,Friday,IST,ESB,SunExpress,15,14:15,Economy,0,1014
2024-10-09,2024-10-24,Thursday,IZM,ESB,Turkish Airlines,15,00:00,Economy,1,974
2024-02-18,2024-02-29,Thursday,IZM,ESB,AnadoluJet,11,01:30,Economy,0,1087
2024-04-22,2024-06-17,Monday,ESB,AYT,SunExpress,56,12:45,Economy,0,866
2024-03-12,2024-03-27,Wednesday,ESB,ANK,Turkish Airlines,15,13:30,Economy,0,1054
2024-10-29,2024-12-01,Sunday,ANK,IZM,Turkish Airlines,33,21:15,Economy,0,840
2024-03-15,2024-05-07,Tuesday,IZM,ANK,SunExpress,53,08:30,Business,0,1944
2024-08-17,2024-10-08,Tuesday,ADB,ESB,Pegasus,52,21:45,Economy,0,879
2024-07-14,2024-09-04,Wednesday,ADB,ESB,Pegasus,52,05:00,Business,0,2011
2024-10-28,2024-11-18,Monday,ANK,ADB,AnadoluJet,21,04:00,Economy,0,1070
2024-07-24,2024-09-12,Thursday,ESB,ADB,Pegasus,50,21:15,Economy,0,950
2024-03-27,2024-04-06,Saturday,IZM,IST,AnadoluJet,10,15:00,Economy,0,1084
2024-09-11,2024-09-27,Friday,IST,ESB,SunExpress,16,21:45,Economy,0,1073
2024-08-14,2024-10-02,Wednesday,ANK,ESB,Pegasus,49,01:15,Economy,0,839
2024-07-15,2024-07-23,Tuesday,ADB,ANK,Pegasus,8,05:45,Economy,0,1042
2023-12-14,2024-02-12,Monday,IZM,ESB,SunExpress,60,04:30,Economy,1,738
2024-07-01,2024-07-24,Wednesday,IZM,IST,SunExpress,23,23:45,Economy,0,1074
2024-03-08,2024-04-02,Tuesday,AYT,ANK,Pegasus,25,09:30,Economy,0,924
2024-04-15,2024-06-06,Thursday,IST,ANK,Pegasus,52,07:45,Economy,1,667
2024-05-22,2024-06-06,Thursday,ADB,AYT,Turkish Airlines,15,20:30,Economy,0,1013
2024-02-24,2024-04-07,Sunday,AYT,ANK,Pegasus,43,23:00,Economy,0,936
2024-03-18,2024-04-16,Tuesday,IST,ESB,Turkish Airlines,29,00:00,Economy,0,1026
2024-02-01,2024-02-07,Wednesday,IST,AYT,Pegasus,6,19:30,Economy,1,844
2024-07-20,2024-08-22,Thursday,ADB,ESB,Turkish Airlines,33,14:15,Economy,0,846
2024-06-23,2024-08-22,Thursday,AYT,IST,Pegasus,60,06:00,Economy,0,793
2024-07-29,2024-09-21,Saturday,ESB,ADB,SunExpress,54,04:00,Economy,0,763
2024-01-02,2024-02-23,Friday,AYT,ANK,AnadoluJet,52,18:30,Economy,1,626
2024-03-26,2024-04-03,Wednesday,IZM,ESB,SunExpress,8,22:00,Economy,0,960
2024-01-23,2024-02-11,Sunday,ESB,ADB,Pegasus,19,16:00,Economy,0,997
2024-11-05,2024-12-24,Tuesday,ANK,IST,AnadoluJet,49,02:30,Economy,0,871
2024-03-07,2024-03-13,Wednesday,AYT,ADB,Turkish Airlines,6,01:45,Economy,1,959
2024-08-12,2024-09-02,Monday,ANK,ADB,Pegasus,21,23:45,Economy,0,1063
2024-01-20,2024-02-27,Tuesday,ADB,ANK,Turkish Airlines,38,08:15,Business,0,2134
2024-10-02,2024-11-10,Sunday,IZM,AYT,SunExpress,39,12:00,Business,0,2173
2024-04-20,2024-05-26,Sunday,ESB,ANK,Pegasus,36,04:15,Economy,0,952
2023-12-07,2024-01-31,Wednesday,AYT,ESB,AnadoluJet,55,06:00,Economy,0,798
2024-05-18,2024-07-03,Wednesday,AYT,IST,SunExpress,46,05:30,Economy,0,894
2023-12-30,2024-01-15,Monday,IZM,ADB,AnadoluJet,16,01:30,Economy,0,1007
2024-02-15,2024-03-15,Friday,ANK,ADB,AnadoluJet,29,16:30,Economy,0,1021
2024-06-06,2024-06-20,Thursday,IZM,ADB,AnadoluJet,14,18:45,Business,0,2175
2024-08-07,2024-09-04,Wednesday,AYT,ANK,AnadoluJet,28,04:30,Economy,0,1056
2024-10-18,2024-11-09,Saturday,AYT,IZM,AnadoluJet,22,05:30,Economy,0,981
2024-08-05,2024-08-26,Monday,IST,ESB,Pegasus,21,05:30,Economy,0,1081
2024-04-14,2024-05-30,Thursday,ESB,AYT,Pegasus,46,23:45,Economy,0,811
2024-08-03,2024-09-12,Thursday,IZM,AYT,Pegasus,40,08:00,Economy,1,703
2024-05-30,2024-07-06,Saturday,ESB,IST,SunExpress,37,13:00,Economy,0,960
2024-02-28,2024-04-10,Wednesday,ADB,AYT,SunExpress,42,16:45,Economy,0,829
2024-05-28,2024-06-05,Wednesday,IZM,ESB,Turkish Airlines,8,04:30,Economy,0,1039
2024-11-20,2024-12-26,Thursday,ANK,IZM,Turkish Airlines,36,09:30,Business,0,2026
2024-09-03,2024-09-12,Thursday,IST,ADB,Pegasus,9,23:30,Business,1,2152
2024-04-11,2024-06-08,Saturday,ANK,IST,AnadoluJet,58,03:00,Economy,0,804
2024-10-02,2024-12-01,Sunday,IST,ADB,SunExpress,60,08:45,Economy,0,867
2024-05-21,2024-06-20,Thursday,IST,ESB,Pegasus,30,14:15,Business,0,2106
2024-05-11,2024-06-09,Sunday,AYT,ESB,AnadoluJet,29,00:00,Economy,1,809
2024-05-27,2024-07-03,Wednesday,ANK,IST,Turkish Airlines,37,01:45,Economy,0,906
2024-01-21,2024-02-15,Thursday,ANK,ESB,SunExpress,25,05:45,Economy,0,997
2024-09-29,2024-11-12,Tuesday,ADB,ESB,AnadoluJet,44,14:30,Economy,0,894
2024-04-19,2024-05-17,Friday,IST,AYT,Turkish Airlines,28,09:15,Economy,1,893
2024-08-26,2024-10-20,Sunday,IZM,AYT,Pegasus,55,13:00,Economy,0,872
2024-08-16,2024-09-06,Friday,ADB,AYT,AnadoluJet,21,10:15,Economy,0,951
2023-12-02,2024-01-10,Wednesday,ESB,AYT,Turkish Airlines,39,17:45,Economy,0,891
2024-08-29,2024-08-29,Thursday,ANK,ADB,Pegasus,0,05:30,Economy,0,1189
2024-05-05,2024-06-02,Sunday,IZM,ANK,Turkish Airlines,28,08:45,Economy,0,888
2024-04-30,2024-06-24,Monday,ADB,ESB,SunExpress,55,13:00,Business,0,1949
2024-09-15,2024-10-06,Sunday,ADB,AYT,Turkish Airlines,21,15:30,Business,0,2128
2024-07-12,2024-08-09,Friday,IST,ADB,Pegasus,28,04:45,Economy,0,863
2024-04-13,2024-04-14,Sunday,AYT,ANK,Turkish Airlines,1,23:15,Economy,0,1149
2024-05-14,2024-05-14,Tuesday,ANK,AYT,SunExpress,0,04:30,Economy,1,888
2024-06-30,2024-07-26,Friday,IST,ADB,AnadoluJet,26,17:15,Economy,1,904
2024-03-03,2024-03-30,Saturday,ANK,IZM,Turkish Airlines,27,13:45,Economy,0,871
2024-10-25,2024-11-16,Saturday,IZM,ESB,Pegasus,22,03:45,Business,0,2251
2024-11-20,2024-12-08,Sunday,IST,ESB,Turkish Airlines,18,04:15,Economy,0,1089
2024-02-11,2024-04-05,Friday,ADB,IZM,Pegasus,54,06:00,Economy,0,888
2024-01-07,2024-02-21,Wednesday,ESB,ANK,Turkish Airlines,45,21:45,Economy,0,861
2024-10-19,2024-12-13,Friday,AYT,IST,SunExpress,55,15:45,Economy,0,878
2024-05-23,2024-07-06,Saturday,AYT,IST,Pegasus,44,07:00,Economy,1,636
2024-01-19,2024-02-24,Saturday,IZM,IST,AnadoluJet,36,16:00,Economy,0,922
2024-07-03,2024-07-31,Wednesday,IZM,ANK,AnadoluJet,28,12:00,Business,0,2112
2024-01-15,2024-03-01,Friday,ESB,IZM,SunExpress,46,01:00,Economy,0,890
2024-06-13,2024-07-27,Saturday,IST,AYT,Turkish Airlines,44,14:15,Economy,0,851
2024-02-02,2024-03-26,Tuesday,IST,ANK,AnadoluJet,53,03:15,Economy,0,800
2024-02-09,2024-03-31,Sunday,ADB,ESB,AnadoluJet,51,03:30,Economy,0,764
2024-07-20,2024-08-19,Monday,ADB,AYT,Pegasus,30,18:15,Economy,0,982
2023-12-18,2024-01-17,Wednesday,IST,IZM,SunExpress,30,12:00,Economy,1,721
2024-06-10,2024-06-26,Wednesday,ADB,AYT,SunExpress,16,09:15,Economy,0,1062
2024-01-09,2024-01-13,Saturday,IZM,AYT,Turkish Airlines,4,10:30,Economy,1,963
2024-10-13,2024-11-22,Friday,AYT,IST,Turkish Airlines,40,17:00,Economy,0,815
2024-05-27,2024-06-05,Wednesday,ANK,IZM,Turkish Airlines,9,09:45,Business,1,2100
2024-05-15,2024-07-14,Sunday,ESB,AYT,AnadoluJet,60,19:30,Economy,0,715
2024-02-15,2024-04-05,Friday,IZM,ANK,Pegasus,50,17:45,Economy,0,932
2024-03-06,2024-03-31,Sunday,ANK,ADB,SunExpress,25,09:00,Business,0,2259
2024-01-14,2024-01-18,Thursday,AYT,ADB,Pegasus,4,05:45,Economy,0,993
2024-08-18,2024-09-26,Thursday,IST,ANK,SunExpress,39,03:45,Economy,0,952
2024-05-19,2024-05-21,Tuesday,ESB,IST,AnadoluJet,2,12:30,Business,1,2126
2024-07-04,2024-08-18,Sunday,IZM,IST,Pegasus,45,21:00,Economy,0,904
2024-01-12,2024-02-10,Saturday,ADB,IZM,Pegasus,29,07:00,Economy,0,865
2024-06-05,2024-06-08,Saturday,ESB,IST,AnadoluJet,3,03:00,Economy,0,1002
2024-09-05,2024-10-08,Tuesday,IST,ADB,AnadoluJet,33,18:00,Economy,0,854
2024-03-07,2024-04-15,Monday,ANK,IST,Pegasus,39,21:15,Economy,0,882
2023-12-13,2024-01-24,Wednesday,IST,IZM,SunExpress,42,06:15,Economy,0,923
2024-10-31,2024-12-15,Sunday,IZM,ANK,SunExpress,45,00:30,Economy,0,807
2024-09-12,2024-11-05,Tuesday,AYT,ADB,Pegasus,54,04:45,Economy,0,812
2024-10-04,2024-10-11,Friday,ANK,ADB,Pegasus,7,09:30,Economy,0,1032
2024-05-05,2024-06-27,Thursday,ESB,IZM,Turkish Airlines,53,23:45,Economy,0,752
2024-01-08,2024-01-14,Sunday,ADB,AYT,AnadoluJet,6,09:30,Economy,0,1066
2024-06-21,2024-07-28,Sunday,ESB,AYT,Turkish Airlines,37,18:00,Business,0,2088
2024-04-27,2024-06-03,Monday,ESB,IST,Pegasus,37,20:45,Business,0,2189
2024-01-18,2024-01-21,Sunday,AYT,IZM,SunExpress,3,04:30,Economy,0,1044
2023-12-31,2024-02-03,Saturday,IST,IZM,Pegasus,34,20:45,Economy,0,895
2024-07-24,2024-08-28,Wednesday,ANK,IZM,Turkish Airlines,35,18:00,Economy,0,903
2024-05-20,2024-07-10,Wednesday,IZM,ADB,Pegasus,51,03:30,Business,0,2042
2024-05-12,2024-05-31,Friday,ESB,ADB,AnadoluJet,19,00:45,Economy,0,1005
2023-12-22,2024-01-24,Wednesday,AYT,ADB,SunExpress,33,12:45,Economy,1,855
2024-11-16,2024-11-30,Saturday,ADB,AYT,Pegasus,14,18:30,Economy,0,1128
2023-12-13,2024-01-06,Saturday,ADB,ESB,AnadoluJet,24,10:15,Economy,0,1008
2024-04-13,2024-05-03,Friday,ANK,AYT,AnadoluJet,20,17:00,Economy,1,848
2024-11-16,2024-12-28,Saturday,ESB,ADB,SunExpress,42,12:00,Business,0,2174
2024-01-19,2024-02-17,Saturday,IST,ANK,Turkish Airlines,29,12:00,Economy,0,979
2024-08-11,2024-09-01,Sunday,ANK,ESB,SunExpress,21,17:15,Economy,0,1069
2024-05-23,2024-06-08,Saturday,ESB,IST,Pegasus,16,09:00,Economy,1,941
2024-05-09,2024-05-17,Friday,IZM,IST,AnadoluJet,8,03:00,Business,1,2162
2024-05-27,2024-06-05,Wednesday,ANK,ADB,SunExpress,9,08:30,Economy,0,988
2024-02-27,2024-03-29,Friday,AYT,ESB,SunExpress,31,07:00,Economy,0,1029
2023-12-09,2024-01-18,Thursday,ADB,IZM,Turkish Airlines,40,00:00,Business,0,2161
2023-12-18,2024-01-08,Monday,ADB,IST,Turkish Airlines,21,13:30,Economy,0,947
2024-03-27,2024-04-07,Sunday,ANK,IST,Pegasus,11,10:45,Economy,0,949
2024-05-10,2024-07-01,Monday,ESB,ADB,Turkish Airlines,52,09:00,Business,1,1948
2024-10-17,2024-11-07,Thursday,IZM,ESB,AnadoluJet,21,21:45,Economy,0,974
2024-11-26,2024-12-10,Tuesday,IZM,ESB,Pegasus,14,02:15,Economy,0,1019
2024-01-20,2024-02-20,Tuesday,IST,ESB,AnadoluJet,31,07:00,Business,0,2240
2024-10-23,2024-11-09,Saturday,ADB,ANK,Pegasus,17,04:30,Economy,0,1114
2024-09-21,2024-10-05,Saturday,ANK,IST,SunExpress,14,19:15,Economy,1,852
2024-10-06,2024-10-19,Saturday,ADB,IZM,Pegasus,13,09:15,Economy,1,870
2024-08-18,2024-09-16,Monday,ESB,AYT,Turkish Airlines,29,14:15,Economy,0,998
2024-08-09,2024-09-19,Thursday,ESB,ADB,Turkish Airlines,41,14:00,Economy,0,856
2024-06-28,2024-08-19,Monday,ESB,IST,AnadoluJet,52,09:45,Economy,0,886
2024-01-17,2024-01-18,Thursday,AYT,ADB,SunExpress,1,13:00,Economy,1,958
2024-06-03,2024-07-12,Friday,ANK,IZM,SunExpress,39,12:45,Economy,1,824
2024-10-17,2024-10-24,Thursday,ESB,IZM,Pegasus,7,09:30,Economy,0,1027
2024-06-28,2024-08-03,Saturday,ANK,ADB,AnadoluJet,36,04:45,Economy,0,910
2023-12-30,2024-01-02,Tuesday,ESB,AYT,Turkish Airlines,3,20:45,Economy,1,944
2024-04-02,2024-05-06,Monday,ANK,IZM,Turkish Airlines,34,12:30,Economy,0,834
2024-11-16,2024-12-19,Thursday,AYT,IZM,Turkish Airlines,33,11:30,Economy,0,912
2024-09-27,2024-11-07,Thursday,AYT,IST,Pegasus,41,04:15,Economy,0,937
2023-12-17,2024-01-13,Saturday,IZM,ADB,SunExpress,27,12:15,Economy,0,1056
2024-10-05,2024-11-29,Friday,ADB,ANK,AnadoluJet,55,07:30,Business,0,1976
2024-07-27,2024-09-05,Thursday,ANK,ADB,Pegasus,40,20:00,Economy,0,995
2023-12-28,2024-01-05,Friday,ESB,ANK,Turkish Airlines,8,16:00,Economy,0,994
2024-03-29,2024-04-15,Monday,AYT,IZM,SunExpress,17,09:30,Business,0,2187
2024-02-13,2024-03-27,Wednesday,AYT,IST,AnadoluJet,43,13:00,Economy,0,919
2024-04-25,2024-05-24,Friday,AYT,IST,Turkish Airlines,29,12:00,Economy,0,946
2024-11-20,2024-12-30,Monday,ADB,ANK,AnadoluJet,40,22:30,Economy,0,806
2024-04-25,2024-05-10,Friday,ADB,IST,SunExpress,15,05:00,Economy,0,1039
2024-07-14,2024-08-30,Friday,ESB,IST,Pegasus,47,01:30,Business,0,2112
2024-07-24,2024-08-15,Thursday,IST,AYT,Pegasus,22,12:45,Economy,0,1002
2024-09-09,2024-10-23,Wednesday,ANK,ADB,Turkish Airlines,44,01:00,Economy,0,851
2024-10-10,2024-10-28,Monday,ADB,AYT,Turkish Airlines,18,22:45,Economy,1,883
2024-09-25,2024-10-02,Wednesday,ADB,AYT,SunExpress,7,22:45,Economy,0,1073
2024-08-03,2024-08-30,Friday,ADB,ESB,Turkish Airlines,27,12:45,Economy,0,926
2024-03-26,2024-04-09,Tuesday,ADB,ANK,Pegasus,14,17:15,Business,0,2136
2024-04-15,2024-05-31,Friday,AYT,IST,AnadoluJet,46,12:30,Business,0,2119
2024-02-23,2024-02-28,Wednesday,AYT,ADB,AnadoluJet,5,14:30,Economy,0,1053
2024-08-28,2024-09-10,Tuesday,IST,ESB,Turkish Airlines,13,20:30,Economy,0,1110
2024-02-22,2024-03-26,Tuesday,ADB,IZM,SunExpress,33,09:00,Economy,0,1024
2024-06-16,2024-06-20,Thursday,AYT,IZM,AnadoluJet,4,04:00,Economy,0,1000
2024-04-27,2024-04-30,Tuesday,ANK,ADB,Turkish Airlines,3,07:00,Economy,1,897
2024-04-26,2024-05-23,Thursday,IST,ESB,Pegasus,27,13:15,Economy,0,870
2023-12-29,2024-01-06,Saturday,IST,IZM,Pegasus,8,21:00,Economy,0,1040
2024-09-25,2024-11-10,Sunday,IZM,ESB,SunExpress,46,15:30,Economy,1,812
2024-06-23,2024-07-22,Monday,ANK,IST,Pegasus,29,21:45,Economy,0,961
2024-02-28,2024-03-31,Sunday,ESB,IST,SunExpress,32,20:00,Economy,0,1001
2024-06-09,2024-07-01,Monday,IZM,IST,SunExpress,22,22:15,Economy,0,1034
2024-07-27,2024-09-22,Sunday,ADB,ANK,Pegasus,57,11:30,Business,1,1859
2024-06-18,2024-07-10,Wednesday,IZM,ANK,Pegasus,22,18:45,Economy,1,867
